"Item_Weight","Item_Fat_ContentLF","Item_Fat_Contentlow fat","Item_Fat_ContentLow Fat","Item_Fat_Contentreg","Item_Fat_ContentRegular","Item_Visibility","Item_TypeBaking Goods","Item_TypeBreads","Item_TypeBreakfast","Item_TypeCanned","Item_TypeDairy","Item_TypeFrozen Foods","Item_TypeFruits and Vegetables","Item_TypeHard Drinks","Item_TypeHealth and Hygiene","Item_TypeHousehold","Item_TypeMeat","Item_TypeOthers","Item_TypeSeafood","Item_TypeSnack Foods","Item_TypeSoft Drinks","Item_TypeStarchy Foods","Item_MRP","Outlet_Establishment_Year1985","Outlet_Establishment_Year1987","Outlet_Establishment_Year1997","Outlet_Establishment_Year1998","Outlet_Establishment_Year1999","Outlet_Establishment_Year2002","Outlet_Establishment_Year2004","Outlet_Establishment_Year2007","Outlet_Establishment_Year2009","Outlet_SizeOther","Outlet_SizeHigh","Outlet_SizeMedium","Outlet_SizeSmall","Outlet_Location_TypeTier 1","Outlet_Location_TypeTier 2","Outlet_Location_TypeTier 3","Outlet_TypeGrocery Store","Outlet_TypeSupermarket Type1","Outlet_TypeSupermarket Type2","Outlet_TypeSupermarket Type3"
13,0,0,0,0,1,0.083498083,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,199.4426,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
12.6,0,0,1,0,0,0.014522363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50.2324,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
19.85,0,0,1,0,0,0.025963795,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.3376,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
17.6,0,0,1,0,0,0.019012262,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,237.159,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
14.6,0,0,1,0,0,0.059393919,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,181.7976,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
7.55,0,0,1,0,0,0.027212058,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,152.734,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
13.8,0,0,1,0,0,0.013263968,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,106.9254,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
17.25,0,0,0,0,1,0.079113947,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99.2068,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
10.1,0,0,1,0,0,0.03020851,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,153.1656,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
14.3,0,0,0,0,1,0.049634817,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,212.5586,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
9.8,0,0,1,0,0,0.047187038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.6016,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
11.3,0,0,1,0,0,0.066681333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,194.4478,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
7.67,0,0,1,0,0,0.185218446,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36.3216,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
13.8,0,0,1,0,0,0.162462044,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55.893,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
10.395,0,0,1,0,0,0.031273559,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,160.0604,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
20.7,0,0,1,0,0,0.042836778,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,175.8028,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
12.6,0,0,1,0,0,0.114127418,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147.176,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
17.35,0,0,0,0,1,0.146895866,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,149.605,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
16.35,0,0,1,0,0,0.013420879,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,104.828,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
19.35,0,0,1,0,0,0.026181893,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,167.0474,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
15.2,0,0,1,0,0,0.012184999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.3034,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
14.3,0,0,1,0,0,0.026428924,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78.2302,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
12.6,0,0,0,0,1,0.045243613,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,146.8102,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
20,0,0,0,0,1,0.053930934,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,127.3678,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
12.6,0,0,0,0,1,0.076790922,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,172.1106,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
10.1,0,0,0,0,1,0.045950475,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38.2848,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,0,0,1,0.133673087,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41.548,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.6,0,0,1,0,0,0.060252433,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,170.7106,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
8.18,0,0,0,1,0,0.082529704,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56.9588,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
19.5,0,0,1,0,0,0.082552214,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,179.8002,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
18.7,0,0,1,0,0,0.089272253,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,254.7672,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
12.35,0,0,0,0,1,0.072541731,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48.5692,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
16,0,0,0,0,1,0.017536671,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45.5718,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
8.395,0,0,1,0,0,0.072088552,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,253.704,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
4.785,0,0,1,0,0,0.092781435,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.7098,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5.03,0,0,1,0,0,0.008644894,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,122.6756,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
15.6,0,0,1,0,0,0.025342692,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,174.3054,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
7.285,0,0,1,0,0,0.031145743,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,173.6054,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
20.35,0,0,1,0,0,0.053930934,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,120.9072,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
17.7,0,0,1,0,0,0.030108283,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,165.9816,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,1,0,0,0.044391149,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,164.3842,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
20.25,0,0,0,0,1,0.022639471,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,248.4092,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
8.945,0,0,0,0,1,0.053930934,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,264.791,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,1,0,0,0.139419417,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66.0826,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
18.25,0,0,1,0,0,0.015278899,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,199.0084,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
20.35,0,0,1,0,0,0.039329257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,127.6678,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
16.75,0,0,0,0,1,0.008579863,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72.3038,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
12.1,0,0,1,0,0,0.028164527,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,178.166,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
18.5,0,0,0,0,1,0.053930934,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,144.2102,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
15,0,0,0,0,1,0.054367971,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,58.5904,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
19.5,0,0,0,0,1,0.0273467,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,158.992,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
13.65,0,0,1,0,0,0.016001434,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.6668,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
13.15,0,0,0,0,1,0.165328057,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,170.6764,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
12.6,0,0,0,0,1,0.013529884,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106.2596,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
20.6,0,0,0,1,0,0.030510526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,211.4244,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
6.28,0,0,1,0,0,0.027699863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87.9198,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
5.925,0,0,0,0,1,0.09646733,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42.8086,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
17.7,0,0,1,0,0,0.011636708,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94.541,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
18.85,0,0,1,0,0,0.141642219,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,168.1132,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
12.6,0,0,1,0,0,0.044767801,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,241.8854,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
17.5,0,0,1,0,0,0.028009382,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,141.718,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
17.7,0,0,1,0,0,0.1164455,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,182.8266,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
16.1,0,0,0,0,1,0.013584408,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,107.7596,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
9.8,0,0,1,0,0,0.026950104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,128.402,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
7.565,0,0,1,0,0,0.054751689,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54.793,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
17.6,0,0,0,0,1,0.076121831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,111.7202,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
12.15,0,0,0,0,1,0.058516562,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,164.1552,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
9.31,0,1,0,0,0,0.037923509,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61.651,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
19.25,0,0,0,0,1,0.058365706,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82.1908,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
9.5,0,0,1,0,0,0.031346387,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,110.7228,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
15.35,0,0,1,0,0,0.015663185,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,143.947,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
12.6,0,0,1,0,0,0.063750302,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,153.4682,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.6,0,0,0,0,1,0.07252476,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,120.3098,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
17.85,0,0,1,0,0,0.038040837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,189.1188,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
7.02,0,0,1,0,0,0.049823902,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82.225,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
12.6,0,0,1,0,0,0.014560297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.425,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.6,0,0,1,0,0,0.026408698,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.2614,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.3,0,0,1,0,0,0.069446588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,106.3938,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
5.46,0,0,0,0,1,0.03217132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,184.824,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
15.1,0,0,1,0,0,0.026046138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,147.2076,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
11.8,0,0,1,0,0,0.121848436,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46.8402,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
19.25,0,0,1,0,0,0.108470504,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33.4558,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
13.65,0,0,0,0,1,0.053930934,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,55.8588,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
13.35,0,0,1,0,0,0.038494623,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,240.2564,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
12.6,0,0,0,0,1,0.122830885,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,86.9514,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
13.15,0,0,0,0,1,0.038029746,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,88.6856,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
14.3,0,0,0,0,1,0.065207559,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,89.8856,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
12.3,0,0,1,0,0,0.037014587,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,115.1834,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
7.825,0,0,1,0,0,0.133281968,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63.2826,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
19.1,0,0,1,0,0,0.045299563,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38.8138,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
8.71,0,1,0,0,0,0.121149472,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.7778,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
19.6,0,0,1,0,0,0.094083303,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,252.2698,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
19.5,0,0,1,0,0,0.053930934,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,179.3002,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
15.85,0,0,1,0,0,0.053930934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.737,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,1,0,0,0.035022503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,85.1224,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
17.6,0,0,0,0,1,0.016060186,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.2402,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,0,0,1,0.009014978,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,102.699,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
19.1,0,0,1,0,0,0.096733815,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,233.1958,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
6.13,0,0,1,0,0,0.102607233,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,54.0298,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
6.55,0,0,1,0,0,0.024521191,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.6332,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
16.5,0,0,0,0,1,0.160624116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,143.8128,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
17,0,0,1,0,0,0.052165855,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,125.073,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
10.5,0,0,0,0,1,0.053930934,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.421,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
8.93,0,0,1,0,0,0.053930934,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55.4614,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,1,0,0,0.07753654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.866,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
16.1,0,0,0,0,1,0.024928351,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95.141,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
12.6,1,0,0,0,0,0.08071118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.1544,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
5.82,0,0,1,0,0,0.080968973,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,171.379,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
16.25,0,0,1,0,0,0.057485328,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,126.2046,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
13.35,0,0,0,0,1,0.149669322,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,180.266,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,0,0,1,0.024776026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.3422,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
5.15,0,0,0,0,1,0.061165512,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,125.6388,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
12.6,0,0,1,0,0,0.041718456,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94.5462,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
7.865,0,0,1,0,0,0.06100886,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,166.0526,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
9.895,0,0,1,0,0,0.167799329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,239.4564,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
17.35,0,0,1,0,0,0.167351411,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,176.0712,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
8.365,0,0,1,0,0,0.071832909,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36.1506,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
6.675,0,0,1,0,0,0.041886576,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,92.1462,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
12.6,0,0,0,0,1,0.150341867,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,83.1276,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
17.35,0,0,1,0,0,0.020542737,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80.5618,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
16.75,0,0,1,0,0,0.045047439,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,186.4556,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
18.85,0,0,1,0,0,0.091008572,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,129.6336,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
6.575,0,0,0,0,1,0.07549348,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.5444,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
12.65,0,0,0,0,1,0.156286566,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,238.9538,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
15.2,0,0,1,0,0,0.033735909,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,110.9912,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
12.6,0,0,0,0,1,0.078547351,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,79.3276,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
7.07,0,0,1,0,0,0.093653464,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,113.3834,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
13.65,0,0,1,0,0,0.036107198,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,184.4924,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
12.6,0,0,0,0,1,0.109003832,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,145.2418,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
7.06,0,0,0,0,1,0.073480266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58.8904,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
11.8,0,0,1,0,0,0.113234914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,186.3924,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
12.6,0,0,1,0,0,0.037711338,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41.548,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
9.3,0,0,1,0,0,0.016054884,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,250.2092,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,1,0,0,0.021170542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.6124,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.6,0,0,1,0,0,0.065188619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,181.1634,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
13.6,0,0,1,0,0,0.117537563,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,195.4136,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
19.5,0,0,1,0,0,0.01430324,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,57.2614,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
19.35,0,0,0,0,1,0.137697119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.1034,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
